T1,T1star,T2,T2star,V,E
163573.0,11945.0,5.0,46.0,63919.0,24.0
202409.43504042795,625.9268954379804,72.90172947370883,21.722339689792374,2544.966951954422,26.833777669055966
241093.67238246268,51.953707906097335,186.5568046670892,8.266232040345443,334.3920212777681,34.61333795638425
278073.1305052135,6.028359627438745,324.39472476592726,1.9912972674954412,44.23043014253069,30.617758101066563
313255.89333323395,5.550591863757662,460.8331992003604,1.1405729647704597,24.845907432348366,24.243077968679774
346720.31506492663,7.043790825887736,589.2154282389317,1.6668099119948419,32.06258512937125,20.1057019005381
378535.18105380307,13.824016575271385,706.096418592721,3.640492369890202,63.77030288275335,18.132701190944143
408365.49338960287,232.40577036810575,703.3349210376557,60.02735914706877,1478.1268436891319,22.252131607184424
435095.559325733,783.857788364256,425.3185644030515,80.0,3331.203330427901,30.13508672705779
456799.3413209351,2079.593660511755,120.56731244959575,80.0,8023.7646238931375,34.42750864892585
481193.9111455314,481.29509102328444,108.77197760589526,34.5882348413687,2819.5536200924566,40.391745648847
502138.466623707,1618.35870459893,106.560760138056,55.3323390549262,6074.030377286888,47.079711914088506
524514.9323363496,447.3642120538082,118.44018941245739,32.05879294404712,2611.2981614608157,54.56158213653268
522014.1182683281,13042.64421068461,8.108332383513728,75.21671323682033,66116.03620268274,55.08353770837792
536663.0626387937,1864.1498406870874,46.349628732707416,32.77185450573619,7316.276536618299,51.78610321577779
556887.3463133499,563.3072002379652,95.54741729235971,27.880724765408495,3214.516812409203,58.172351439540954
577660.1981437701,203.1861752680278,175.4958073103251,19.300265497226,1205.3090662582576,72.54024702632161
594438.9984661853,1640.3482306761177,151.95243922835976,69.85490352527246,6110.346965271932,83.94964789973135
586518.314939512,11613.301376540037,12.42860776050277,68.76603666803366,41918.09396176102,76.8674646541856
590373.387036358,3888.984987551583,22.561487548607207,41.462300943956194,21361.94678295181,68.60451277190694
389852.78318621696,50000.0,0.8508709919288687,47.835712109369915,250000.0,59.454168107588806
398128.7581991041,4763.565162875961,22.193405397836482,37.5974585478692,18673.558598132164,52.51515643714163
423865.0995775504,808.0519760564517,65.60720383766777,28.743501367357887,4598.614910900004,54.26299894915261
451226.62607438915,165.96937470152994,156.29681420757206,15.74014632066008,994.0433851398652,67.17469248248939
476667.7207382667,478.46468333210373,221.78145532557136,31.624546492800942,1853.953814488169,83.21738792811794
497913.74554166774,1605.0007987912577,136.83678136191867,76.68668218864367,6102.976352776947,91.77840354367025
520496.91592409177,446.4775022017495,124.50293369772764,35.79314517879584,2627.2238337516546,101.31935097812494
518947.3325320427,12598.559160455448,8.450569653030866,76.36976208332797,63924.391528691616,98.39350075659401
534109.483024169,1784.105759828682,47.66172258942177,32.433326490008604,7007.261814403107,89.09652839555054
554576.6419327501,534.1908482329469,98.4856729214858,27.367382844204176,3053.7650476324343,97.03771132259942
575508.9174369972,191.49949306385707,180.10235799671418,18.760468712206325,1139.1446745341252,117.61686288756202
592642.579660928,1529.8298963849315,160.77038041691296,68.32904025426114,5710.700121473545,133.76239856474567
586737.6161607872,10800.113219324276,13.635480272649009,70.91738908682268,39006.95126450096,120.45281700453911
591682.2856852872,3627.3274578256883,23.97470250943305,41.25419165537079,19936.612153323,105.35229497848945
397978.8268884537,50000.0,0.8715949919722412,47.98674955438868,250000.0,89.06063228351468
405290.0101478868,4862.17614628375,21.888118454325365,37.72490514653199,19050.233202809006,76.37729877161335
430505.52563791425,846.5632163187662,64.06384180631716,29.174017761898778,4810.521618698333,76.35000388325366
457491.5430520907,177.84835946600737,152.85801156664218,16.3093426518672,1061.7718224763432,92.11451749913097
482481.3352316243,535.435590243633,213.03583014655587,33.816987317585905,2067.4986123679246,111.85237603447844
502811.7947249908,1849.6048493578774,119.14824364094551,78.47463453195414,6994.619472656881,119.4966055687487
524863.9336395554,513.9057130469088,110.22975272858896,35.571523479422176,2993.6277556296313,127.94209818002396
519099.15823988855,14627.723693203134,6.975816930312163,71.21395475865127,74131.99561341807,121.32450886984607
532952.7608590807,2060.8667318631447,43.1879313798014,33.34308361462462,8079.76886399523,107.58561075501731
553153.1513244867,608.9469045811701,90.3457845759606,28.412791023101747,3467.1504444293982,113.89439050040683
574058.0476220524,214.1563249144172,169.27449335955757,19.597242394997842,1266.9515756891765,136.41146611706296
590943.3617529,1658.8321232657324,147.3105340538409,68.88402111726514,6177.206557698369,153.00056684883512
583633.5518282515,11368.37742672623,12.702861722983391,68.10812086539333,41056.98108982618,136.35827510538533
588122.4077297021,3760.9160565933003,23.19271278895532,41.24829489463787,20668.531025467222,118.34680637540735
395151.78931760055,50000.0,0.8783371397440751,47.898117698574154,250000.0,99.43170586796775
402805.64577954117,4823.317168735073,22.00758192717719,37.664271026338255,18901.6897656206,84.75919866344665
428207.00270196726,831.6291329035454,64.65572212446331,29.00223612968616,4728.30541554571,84.32658499440981
455324.833901333,173.2301852702656,154.17441134542383,16.086398868723762,1035.4324384333606,101.27359691911924
480476.25849378144,513.4423111825873,216.35860579388867,32.98388929827397,1985.1010477295379,122.56881478376462
501147.9121054766,1754.953385023443,125.6068332326555,77.87886196739964,6649.930917529569,131.33206966923206
523394.3271872661,487.5086644923721,115.32950571628591,35.63898624746134,2850.112062268947,141.09146619696983
519256.68839771,13838.040868181006,7.479205513505494,73.00929214658709,70156.59771446181,134.0058872697219
533606.1082519982,1952.6318484175815,44.82297086085086,32.991318697466475,7660.347847441197,118.81269544640817
553899.8194359674,579.7831433856236,93.33765229304942,28.016188027450475,3305.9258619744833,126.15629884812944
574805.6889541275,205.324425898524,173.28613594392988,19.273539416951742,1217.1424525324537,150.8499296008694
591775.7584621296,1609.7232504925955,152.26355888287839,68.68942483796037,5999.556901168649,169.2134561817291
584971.1978217964,11159.512693011822,13.029894949577933,69.09443542464989,40302.40644270281,150.62598610928444
589612.3099801318,3711.7841590267976,23.47408905840613,41.23798546917534,20399.217854999668,130.37104257396962
396168.4053698759,50000.0,0.8751335460498977,47.91911593310363,250000.0,109.10593059140638
