T1,T1star,T2,T2star,V,E
163573.0,11945.0,5.0,46.0,63919.0,24.0
202102.5848861209,673.2309301500894,84.51049632923996,19.13484182868357,2717.145815769274,26.725252424220585
240750.58417110707,62.47113756028069,202.7252348271304,7.204282876271689,386.4361735687823,34.837684350645084
277738.0885747242,7.9174415769597495,340.8692386149798,1.7511592785789685,53.305372127459435,31.609753096341887
312926.95444458484,8.913157306459572,476.493474057113,1.1911966634121263,37.36087332546816,25.49554900010215
346387.10791070125,14.106294190161545,602.8942205445298,2.1509819359979523,59.60187976105721,21.921340196363634
378163.45444888563,34.09496255764517,713.7945231581355,5.715250589264066,144.8211248768199,21.37752843406186
407029.5252136856,734.8734271269049,609.9147061620654,80.0,4252.035549077924,27.97575969433959
434969.4647972682,239.93423931496577,457.86247044383526,59.30919735098152,1624.399290011651,36.90556888560301
459279.6611443876,1285.9837671897385,330.65729378881196,80.0,4986.098230958584,45.351961259515086
483874.66624841705,432.3100621661446,238.3300179134265,49.459372423357024,2615.7266676893496,53.427938993006336
502260.12029230193,2804.0161132718445,139.94931272591802,80.0,10387.487213040291,58.57911474506884
522453.79772512795,991.4515227322762,100.59071417830258,41.54624138037832,5605.5987573414,60.78917148277604
544120.6487350422,400.31012553391645,163.28071343473897,23.99219203249349,2295.7191658087536,71.79319988763297
511390.114754439,30431.78433269977,4.632894770081211,80.0,151983.48210008233,69.29401168739808
512044.9381826284,4965.598807445038,30.321517566330282,37.41856196179599,19257.326351131494,60.757112566824354
528733.7827968895,1716.8141035951078,59.35749671886661,34.290492059000364,9504.983345789891,58.98270903634782
548960.7894343749,677.6776523744003,115.28783345625787,26.95392754183785,3814.391818887291,65.03921639787121
555785.5044243927,6723.233602403456,47.61200211724269,78.95132526855953,24225.421017330344,65.11525043312193
466045.1587782951,44701.64764260532,3.9699023723467795,51.37842936440057,162003.20578595946,56.62520437333648
463394.1213690969,6185.095987865358,25.066793899916348,37.653064148754105,24028.373113010166,50.02740432384676
307866.5204374905,50000.0,1.5856534238776372,47.91285432252409,250000.0,44.344319438079424
322815.6784224991,4301.295915024738,31.061104286615553,34.574086621940204,16894.195495877655,40.413632700316796
352916.73936199007,655.0631086108252,90.06487088892126,23.668798847321877,3736.584720943962,43.76871515642881
383921.0372353148,123.9848048538863,197.06845642867356,10.919810778177608,739.187325132857,55.40326065851473
413071.26610734034,317.6247803596977,291.8798827658263,19.541582107408104,1227.263615489852,69.05716893604072
438921.94342847215,1045.1256232749736,264.63615846783875,61.254743066030265,4009.7415134309126,81.35624757167474
455910.71437631134,3961.6110042214723,83.1969172672921,80.0,14700.966953587726,80.24389911983818
350044.42733002343,50000.0,2.090642592157792,53.3031627056095,250000.0,69.19685551207662
359642.9776608688,4884.104113467884,28.766497748090405,35.73464526565238,19124.374408350926,60.348008176155965
